Customer_ID,Customer_Name,Gender,Age_Group,Region_ID,Signup_Date,Acquisition_Channel,Customer_Segment,City,State,Region
289,Customer_289,Female,25-34,12,2022-11-14,Organic,Bronze,Indore,Madhya Pradesh,Central
290,Customer_290,Other,18-24,4,2024-05-08,Paid Ads,Bronze,Mumbai,Maharashtra,West
291,Customer_291,Other,18-24,8,2022-07-26,Organic,Silver,Hyderabad,Telangana,South
292,Customer_292,Female,45-54,4,2022-04-01,Paid Ads,Bronze,Mumbai,Maharashtra,West
293,Customer_293,Other,35-44,4,2022-10-14,Referral,Gold,Mumbai,Maharashtra,West
294,Customer_294,Female,25-34,11,2023-05-01,Paid Ads,Platinum,Patna,Bihar,East
295,Customer_295,Female,18-24,9,2023-09-08,Paid Ads,Platinum,Chennai,Tamil Nadu,South
296,Customer_296,Male,35-44,11,2024-10-12,Social Media,Gold,Patna,Bihar,East
297,Customer_297,Female,25-34,5,2024-05-02,Social Media,Silver,Pune,Maharashtra,West
298,Customer_298,Male,25-34,5,2024-08-27,Paid Ads,Platinum,Pune,Maharashtra,West
299,Customer_299,Other,45-54,7,2022-04-29,Paid Ads,Platinum,Bengaluru,Karnataka,South
300,Customer_300,Female,25-34,6,2023-05-13,Organic,Platinum,Ahmedabad,Gujarat,West
301,Customer_301,Male,55+,12,2024-01-30,Paid Ads,Bronze,Indore,Madhya Pradesh,Central
302,Customer_302,Female,55+,10,2023-07-04,Organic,Bronze,Kolkata,West Bengal,East
303,Customer_303,Other,55+,4,2023-01-21,Social Media,Silver,Mumbai,Maharashtra,West
304,Customer_304,Female,18-24,4,2023-11-13,Paid Ads,Bronze,Mumbai,Maharashtra,West
305,Customer_305,Male,55+,12,2024-09-07,Paid Ads,Platinum,Indore,Madhya Pradesh,Central
306,Customer_306,Other,35-44,5,2023-05-06,Social Media,Platinum,Pune,Maharashtra,West
307,Customer_307,Other,35-44,5,2024-12-28,Referral,Gold,Pune,Maharashtra,West
308,Customer_308,Female,45-54,2,2024-11-16,Social Media,Gold,Jaipur,Rajasthan,North
309,Customer_309,Female,35-44,7,2023-02-21,Organic,Silver,Bengaluru,Karnataka,South
310,Customer_310,Male,35-44,9,2022-10-26,Social Media,Gold,Chennai,Tamil Nadu,South
311,Customer_311,Male,35-44,4,2022-11-09,Social Media,Silver,Mumbai,Maharashtra,West
312,Customer_312,Other,35-44,5,2024-10-19,Social Media,Platinum,Pune,Maharashtra,West
313,Customer_313,Male,35-44,3,2024-08-01,Paid Ads,Platinum,Lucknow,Uttar Pradesh,North
314,Customer_314,Other,18-24,9,2023-01-12,Organic,Bronze,Chennai,Tamil Nadu,South
315,Customer_315,Male,45-54,3,2022-04-10,Paid Ads,Bronze,Lucknow,Uttar Pradesh,North
316,Customer_316,Male,25-34,9,2022-11-06,Social Media,Gold,Chennai,Tamil Nadu,South
317,Customer_317,Other,55+,8,2022-05-04,Social Media,Bronze,Hyderabad,Telangana,South
318,Customer_318,Other,55+,7,2022-01-14,Organic,Bronze,Bengaluru,Karnataka,South
319,Customer_319,Other,35-44,9,2024-12-20,Referral,Bronze,Chennai,Tamil Nadu,South
320,Customer_320,Other,45-54,3,2024-10-25,Organic,Bronze,Lucknow,Uttar Pradesh,North
321,Customer_321,Male,25-34,4,2024-12-09,Referral,Gold,Mumbai,Maharashtra,West
322,Customer_322,Female,18-24,6,2023-07-02,Social Media,Platinum,Ahmedabad,Gujarat,West
323,Customer_323,Other,25-34,5,2023-05-14,Organic,Bronze,Pune,Maharashtra,West
324,Customer_324,Female,45-54,7,2022-07-11,Social Media,Bronze,Bengaluru,Karnataka,South
325,Customer_325,Other,25-34,2,2022-01-20,Social Media,Platinum,Jaipur,Rajasthan,North
326,Customer_326,Other,18-24,9,2023-11-10,Organic,Silver,Chennai,Tamil Nadu,South
327,Customer_327,Other,55+,8,2023-03-09,Referral,Bronze,Hyderabad,Telangana,South
328,Customer_328,Other,35-44,9,2022-06-02,Organic,Silver,Chennai,Tamil Nadu,South
329,Customer_329,Male,25-34,10,2023-10-07,Paid Ads,Platinum,Kolkata,West Bengal,East
330,Customer_330,Female,25-34,10,2022-06-07,Paid Ads,Platinum,Kolkata,West Bengal,East
331,Customer_331,Female,25-34,12,2023-11-11,Organic,Gold,Indore,Madhya Pradesh,Central
332,Customer_332,Male,45-54,4,2022-04-20,Organic,Gold,Mumbai,Maharashtra,West
333,Customer_333,Female,18-24,11,2024-03-23,Referral,Platinum,Patna,Bihar,East
334,Customer_334,Male,35-44,9,2024-10-01,Social Media,Platinum,Chennai,Tamil Nadu,South
335,Customer_335,Other,55+,11,2023-01-16,Social Media,Bronze,Patna,Bihar,East
336,Customer_336,Male,18-24,2,2023-08-28,Referral,Silver,Jaipur,Rajasthan,North
337,Customer_337,Other,25-34,12,2024-02-18,Social Media,Gold,Indore,Madhya Pradesh,Central
338,Customer_338,Male,18-24,1,2024-01-09,Referral,Platinum,Delhi NCR,Delhi,North
339,Customer_339,Female,18-24,3,2024-01-08,Organic,Silver,Lucknow,Uttar Pradesh,North
340,Customer_340,Female,55+,9,2024-06-01,Social Media,Bronze,Chennai,Tamil Nadu,South
341,Customer_341,Male,35-44,9,2022-02-23,Organic,Gold,Chennai,Tamil Nadu,South
342,Customer_342,Male,35-44,7,2024-02-28,Social Media,Bronze,Bengaluru,Karnataka,South
343,Customer_343,Other,55+,3,2023-05-13,Social Media,Silver,Lucknow,Uttar Pradesh,North
344,Customer_344,Female,35-44,5,2022-10-12,Social Media,Silver,Pune,Maharashtra,West
345,Customer_345,Male,45-54,5,2022-05-10,Social Media,Gold,Pune,Maharashtra,West
346,Customer_346,Male,35-44,5,2024-09-18,Paid Ads,Platinum,Pune,Maharashtra,West
347,Customer_347,Female,18-24,3,2023-02-05,Referral,Bronze,Lucknow,Uttar Pradesh,North
348,Customer_348,Female,55+,7,2024-03-21,Referral,Platinum,Bengaluru,Karnataka,South
349,Customer_349,Female,55+,3,2023-11-17,Referral,Gold,Lucknow,Uttar Pradesh,North
350,Customer_350,Female,35-44,3,2023-02-16,Social Media,Gold,Lucknow,Uttar Pradesh,North
351,Customer_351,Other,45-54,10,2023-08-20,Paid Ads,Gold,Kolkata,West Bengal,East
352,Customer_352,Female,45-54,6,2024-02-10,Organic,Silver,Ahmedabad,Gujarat,West
353,Customer_353,Other,55+,1,2023-01-04,Social Media,Silver,Delhi NCR,Delhi,North
354,Customer_354,Female,18-24,7,2024-06-16,Social Media,Silver,Bengaluru,Karnataka,South
355,Customer_355,Male,35-44,11,2023-09-13,Paid Ads,Platinum,Patna,Bihar,East
356,Customer_356,Male,45-54,10,2024-02-12,Social Media,Platinum,Kolkata,West Bengal,East
357,Customer_357,Other,45-54,9,2024-12-30,Organic,Gold,Chennai,Tamil Nadu,South
358,Customer_358,Male,25-34,11,2022-06-24,Referral,Silver,Patna,Bihar,East
359,Customer_359,Other,45-54,6,2022-04-01,Social Media,Bronze,Ahmedabad,Gujarat,West
360,Customer_360,Male,35-44,4,2022-01-22,Paid Ads,Platinum,Mumbai,Maharashtra,West
361,Customer_361,Female,45-54,11,2024-02-06,Paid Ads,Gold,Patna,Bihar,East
362,Customer_362,Female,18-24,5,2022-02-20,Social Media,Bronze,Pune,Maharashtra,West
363,Customer_363,Other,25-34,6,2022-08-26,Referral,Gold,Ahmedabad,Gujarat,West
364,Customer_364,Male,55+,8,2024-07-21,Referral,Platinum,Hyderabad,Telangana,South
365,Customer_365,Female,45-54,6,2022-07-19,Organic,Gold,Ahmedabad,Gujarat,West
366,Customer_366,Other,18-24,1,2022-04-02,Referral,Bronze,Delhi NCR,Delhi,North
367,Customer_367,Other,25-34,9,2022-12-03,Paid Ads,Silver,Chennai,Tamil Nadu,South
368,Customer_368,Other,45-54,8,2023-11-09,Paid Ads,Platinum,Hyderabad,Telangana,South
369,Customer_369,Male,45-54,7,2023-01-13,Organic,Silver,Bengaluru,Karnataka,South
370,Customer_370,Other,45-54,7,2024-07-09,Organic,Silver,Bengaluru,Karnataka,South
371,Customer_371,Female,18-24,10,2023-02-26,Organic,Silver,Kolkata,West Bengal,East
372,Customer_372,Female,25-34,8,2024-01-20,Organic,Gold,Hyderabad,Telangana,South
373,Customer_373,Other,35-44,10,2024-09-29,Social Media,Platinum,Kolkata,West Bengal,East
374,Customer_374,Female,35-44,8,2022-08-22,Paid Ads,Gold,Hyderabad,Telangana,South
375,Customer_375,Other,25-34,6,2022-06-23,Organic,Silver,Ahmedabad,Gujarat,West
376,Customer_376,Male,25-34,6,2023-09-18,Paid Ads,Platinum,Ahmedabad,Gujarat,West
377,Customer_377,Other,25-34,10,2024-05-06,Social Media,Platinum,Kolkata,West Bengal,East
378,Customer_378,Female,55+,12,2023-01-16,Paid Ads,Silver,Indore,Madhya Pradesh,Central
379,Customer_379,Female,25-34,3,2024-09-29,Referral,Platinum,Lucknow,Uttar Pradesh,North
380,Customer_380,Female,18-24,8,2022-04-20,Paid Ads,Silver,Hyderabad,Telangana,South
381,Customer_381,Other,55+,11,2024-02-26,Social Media,Platinum,Patna,Bihar,East
382,Customer_382,Female,45-54,8,2024-10-04,Paid Ads,Bronze,Hyderabad,Telangana,South
383,Customer_383,Male,35-44,1,2022-03-05,Referral,Silver,Delhi NCR,Delhi,North
384,Customer_384,Male,45-54,10,2023-08-15,Social Media,Bronze,Kolkata,West Bengal,East
385,Customer_385,Female,55+,6,2022-08-22,Organic,Platinum,Ahmedabad,Gujarat,West
386,Customer_386,Female,18-24,12,2023-03-24,Paid Ads,Gold,Indore,Madhya Pradesh,Central
387,Customer_387,Female,35-44,6,2022-03-08,Organic,Platinum,Ahmedabad,Gujarat,West
388,Customer_388,Male,25-34,12,2022-08-29,Referral,Platinum,Indore,Madhya Pradesh,Central
389,Customer_389,Other,25-34,4,2022-12-06,Paid Ads,Bronze,Mumbai,Maharashtra,West
390,Customer_390,Other,35-44,10,2023-12-20,Paid Ads,Gold,Kolkata,West Bengal,East
391,Customer_391,Female,55+,5,2023-08-23,Organic,Silver,Pune,Maharashtra,West
392,Customer_392,Male,35-44,11,2024-04-22,Paid Ads,Silver,Patna,Bihar,East
393,Customer_393,Male,35-44,4,2023-05-27,Social Media,Platinum,Mumbai,Maharashtra,West
394,Customer_394,Other,35-44,11,2022-10-19,Social Media,Platinum,Patna,Bihar,East
395,Customer_395,Male,18-24,7,2024-07-14,Referral,Gold,Bengaluru,Karnataka,South
396,Customer_396,Female,35-44,10,2024-07-20,Organic,Bronze,Kolkata,West Bengal,East
397,Customer_397,Other,35-44,2,2024-07-27,Social Media,Silver,Jaipur,Rajasthan,North
398,Customer_398,Male,45-54,5,2024-05-29,Referral,Gold,Pune,Maharashtra,West
399,Customer_399,Other,55+,3,2023-11-23,Social Media,Gold,Lucknow,Uttar Pradesh,North
400,Customer_400,Male,18-24,11,2022-04-10,Social Media,Bronze,Patna,Bihar,East
401,Customer_401,Male,45-54,8,2022-09-12,Organic,Platinum,Hyderabad,Telangana,South
402,Customer_402,Other,25-34,11,2023-02-19,Referral,Silver,Patna,Bihar,East
403,Customer_403,Male,35-44,5,2023-07-16,Organic,Gold,Pune,Maharashtra,West
404,Customer_404,Male,45-54,11,2022-12-05,Referral,Silver,Patna,Bihar,East
405,Customer_405,Other,18-24,12,2024-05-29,Organic,Bronze,Indore,Madhya Pradesh,Central
406,Customer_406,Female,18-24,3,2023-03-14,Paid Ads,Platinum,Lucknow,Uttar Pradesh,North
407,Customer_407,Male,35-44,2,2022-01-20,Social Media,Silver,Jaipur,Rajasthan,North
408,Customer_408,Male,25-34,7,2024-09-05,Organic,Bronze,Bengaluru,Karnataka,South
409,Customer_409,Female,35-44,5,2022-07-31,Paid Ads,Platinum,Pune,Maharashtra,West
410,Customer_410,Other,25-34,2,2022-09-30,Organic,Silver,Jaipur,Rajasthan,North
411,Customer_411,Female,25-34,11,2024-06-20,Paid Ads,Platinum,Patna,Bihar,East
412,Customer_412,Male,18-24,2,2024-06-25,Paid Ads,Bronze,Jaipur,Rajasthan,North
413,Customer_413,Female,45-54,6,2024-02-26,Paid Ads,Silver,Ahmedabad,Gujarat,West
414,Customer_414,Other,18-24,4,2023-07-22,Referral,Bronze,Mumbai,Maharashtra,West
415,Customer_415,Male,55+,10,2023-09-10,Paid Ads,Platinum,Kolkata,West Bengal,East
416,Customer_416,Other,18-24,4,2023-08-29,Social Media,Platinum,Mumbai,Maharashtra,West
417,Customer_417,Male,45-54,11,2022-08-19,Organic,Bronze,Patna,Bihar,East
418,Customer_418,Female,25-34,7,2024-01-10,Social Media,Gold,Bengaluru,Karnataka,South
419,Customer_419,Female,18-24,1,2022-12-20,Organic,Bronze,Delhi NCR,Delhi,North
420,Customer_420,Male,18-24,1,2023-06-21,Social Media,Gold,Delhi NCR,Delhi,North
421,Customer_421,Female,45-54,12,2024-10-23,Social Media,Bronze,Indore,Madhya Pradesh,Central
422,Customer_422,Female,18-24,5,2022-11-09,Organic,Silver,Pune,Maharashtra,West
423,Customer_423,Other,35-44,7,2022-11-15,Organic,Gold,Bengaluru,Karnataka,South
424,Customer_424,Other,25-34,1,2024-06-14,Paid Ads,Bronze,Delhi NCR,Delhi,North
425,Customer_425,Male,45-54,10,2024-06-08,Organic,Gold,Kolkata,West Bengal,East
426,Customer_426,Male,18-24,12,2022-12-26,Paid Ads,Bronze,Indore,Madhya Pradesh,Central
427,Customer_427,Female,35-44,9,2022-12-02,Referral,Silver,Chennai,Tamil Nadu,South
428,Customer_428,Male,35-44,12,2024-02-01,Organic,Bronze,Indore,Madhya Pradesh,Central
429,Customer_429,Female,35-44,9,2023-11-18,Organic,Gold,Chennai,Tamil Nadu,South
430,Customer_430,Female,45-54,9,2022-06-07,Referral,Bronze,Chennai,Tamil Nadu,South
431,Customer_431,Other,25-34,6,2024-10-20,Paid Ads,Gold,Ahmedabad,Gujarat,West
432,Customer_432,Other,18-24,4,2022-07-30,Organic,Bronze,Mumbai,Maharashtra,West
433,Customer_433,Male,18-24,8,2022-01-26,Referral,Platinum,Hyderabad,Telangana,South
434,Customer_434,Male,18-24,9,2022-11-04,Social Media,Silver,Chennai,Tamil Nadu,South
435,Customer_435,Male,45-54,12,2023-10-22,Referral,Gold,Indore,Madhya Pradesh,Central
436,Customer_436,Other,35-44,2,2022-06-09,Organic,Silver,Jaipur,Rajasthan,North
437,Customer_437,Other,18-24,7,2023-04-03,Organic,Platinum,Bengaluru,Karnataka,South
438,Customer_438,Female,35-44,2,2023-08-02,Social Media,Bronze,Jaipur,Rajasthan,North
439,Customer_439,Male,35-44,10,2024-01-26,Referral,Silver,Kolkata,West Bengal,East
440,Customer_440,Female,55+,8,2024-08-08,Paid Ads,Silver,Hyderabad,Telangana,South
441,Customer_441,Male,45-54,1,2022-11-05,Paid Ads,Gold,Delhi NCR,Delhi,North
442,Customer_442,Female,18-24,11,2022-01-20,Social Media,Gold,Patna,Bihar,East
443,Customer_443,Male,55+,4,2022-08-01,Social Media,Platinum,Mumbai,Maharashtra,West
444,Customer_444,Male,35-44,2,2022-05-03,Organic,Silver,Jaipur,Rajasthan,North
445,Customer_445,Female,35-44,8,2024-11-30,Organic,Bronze,Hyderabad,Telangana,South
446,Customer_446,Male,45-54,2,2024-11-01,Organic,Platinum,Jaipur,Rajasthan,North
447,Customer_447,Male,35-44,5,2022-09-25,Referral,Platinum,Pune,Maharashtra,West
448,Customer_448,Female,45-54,5,2023-10-31,Paid Ads,Bronze,Pune,Maharashtra,West
449,Customer_449,Male,55+,2,2023-02-20,Paid Ads,Bronze,Jaipur,Rajasthan,North
450,Customer_450,Female,45-54,6,2022-12-03,Social Media,Bronze,Ahmedabad,Gujarat,West
451,Customer_451,Male,45-54,5,2024-01-04,Social Media,Gold,Pune,Maharashtra,West
452,Customer_452,Male,25-34,11,2022-09-03,Referral,Bronze,Patna,Bihar,East
453,Customer_453,Female,25-34,2,2023-03-17,Paid Ads,Gold,Jaipur,Rajasthan,North
454,Customer_454,Other,18-24,11,2024-03-22,Referral,Gold,Patna,Bihar,East
455,Customer_455,Male,45-54,8,2022-12-23,Paid Ads,Bronze,Hyderabad,Telangana,South
456,Customer_456,Male,25-34,2,2024-08-04,Organic,Bronze,Jaipur,Rajasthan,North
457,Customer_457,Male,25-34,7,2023-04-01,Referral,Bronze,Bengaluru,Karnataka,South
458,Customer_458,Male,18-24,2,2023-06-15,Paid Ads,Platinum,Jaipur,Rajasthan,North
459,Customer_459,Male,35-44,2,2022-09-21,Organic,Platinum,Jaipur,Rajasthan,North
460,Customer_460,Male,55+,7,2022-04-14,Social Media,Platinum,Bengaluru,Karnataka,South
461,Customer_461,Female,45-54,3,2022-03-02,Referral,Silver,Lucknow,Uttar Pradesh,North
462,Customer_462,Female,35-44,8,2023-01-19,Paid Ads,Bronze,Hyderabad,Telangana,South
463,Customer_463,Other,35-44,8,2023-05-19,Social Media,Platinum,Hyderabad,Telangana,South
464,Customer_464,Male,35-44,7,2022-05-05,Paid Ads,Platinum,Bengaluru,Karnataka,South
465,Customer_465,Other,55+,4,2023-02-13,Organic,Platinum,Mumbai,Maharashtra,West
466,Customer_466,Female,55+,8,2024-01-06,Referral,Gold,Hyderabad,Telangana,South
467,Customer_467,Female,25-34,1,2024-03-06,Referral,Silver,Delhi NCR,Delhi,North
468,Customer_468,Female,18-24,8,2022-03-02,Referral,Silver,Hyderabad,Telangana,South
469,Customer_469,Male,25-34,11,2022-11-23,Paid Ads,Gold,Patna,Bihar,East
470,Customer_470,Other,18-24,4,2024-12-28,Social Media,Gold,Mumbai,Maharashtra,West
471,Customer_471,Male,25-34,10,2022-12-22,Referral,Gold,Kolkata,West Bengal,East
472,Customer_472,Other,35-44,10,2022-02-27,Paid Ads,Silver,Kolkata,West Bengal,East
473,Customer_473,Other,35-44,3,2024-10-05,Social Media,Bronze,Lucknow,Uttar Pradesh,North
474,Customer_474,Male,25-34,10,2022-07-04,Paid Ads,Bronze,Kolkata,West Bengal,East
475,Customer_475,Female,18-24,6,2024-12-14,Paid Ads,Silver,Ahmedabad,Gujarat,West
476,Customer_476,Other,25-34,6,2023-11-29,Organic,Bronze,Ahmedabad,Gujarat,West
477,Customer_477,Other,25-34,2,2022-10-30,Referral,Bronze,Jaipur,Rajasthan,North
478,Customer_478,Other,45-54,10,2024-02-05,Organic,Gold,Kolkata,West Bengal,East
479,Customer_479,Female,25-34,3,2023-09-11,Social Media,Platinum,Lucknow,Uttar Pradesh,North
480,Customer_480,Male,55+,12,2023-10-12,Referral,Silver,Indore,Madhya Pradesh,Central
481,Customer_481,Female,35-44,12,2022-12-26,Referral,Silver,Indore,Madhya Pradesh,Central
482,Customer_482,Other,18-24,12,2022-12-30,Social Media,Bronze,Indore,Madhya Pradesh,Central
483,Customer_483,Other,35-44,10,2023-01-08,Paid Ads,Bronze,Kolkata,West Bengal,East
484,Customer_484,Male,35-44,12,2024-10-13,Organic,Silver,Indore,Madhya Pradesh,Central
485,Customer_485,Female,25-34,11,2023-12-12,Organic,Gold,Patna,Bihar,East
486,Customer_486,Male,35-44,4,2024-07-03,Paid Ads,Bronze,Mumbai,Maharashtra,West
487,Customer_487,Female,18-24,12,2023-12-19,Organic,Bronze,Indore,Madhya Pradesh,Central
488,Customer_488,Female,45-54,3,2024-03-01,Social Media,Platinum,Lucknow,Uttar Pradesh,North
489,Customer_489,Female,55+,7,2024-02-15,Organic,Platinum,Bengaluru,Karnataka,South
490,Customer_490,Male,45-54,2,2023-04-07,Organic,Gold,Jaipur,Rajasthan,North
491,Customer_491,Female,35-44,2,2022-02-11,Organic,Gold,Jaipur,Rajasthan,North
492,Customer_492,Female,25-34,12,2022-12-15,Organic,Bronze,Indore,Madhya Pradesh,Central
493,Customer_493,Other,55+,8,2023-11-24,Organic,Platinum,Hyderabad,Telangana,South
494,Customer_494,Other,45-54,3,2022-12-04,Organic,Bronze,Lucknow,Uttar Pradesh,North
495,Customer_495,Male,25-34,7,2023-11-10,Referral,Gold,Bengaluru,Karnataka,South
496,Customer_496,Male,18-24,1,2023-09-02,Social Media,Platinum,Delhi NCR,Delhi,North
497,Customer_497,Male,35-44,1,2022-11-11,Social Media,Bronze,Delhi NCR,Delhi,North
498,Customer_498,Other,55+,8,2023-08-27,Paid Ads,Bronze,Hyderabad,Telangana,South
499,Customer_499,Male,25-34,11,2022-02-22,Referral,Bronze,Patna,Bihar,East
500,Customer_500,Male,35-44,7,2024-08-27,Social Media,Platinum,Bengaluru,Karnataka,South
501,Customer_501,Male,55+,7,2023-06-27,Paid Ads,Gold,Bengaluru,Karnataka,South
502,Customer_502,Female,25-34,8,2024-02-21,Organic,Gold,Hyderabad,Telangana,South
503,Customer_503,Female,35-44,4,2024-06-19,Referral,Bronze,Mumbai,Maharashtra,West
504,Customer_504,Other,18-24,2,2022-11-06,Referral,Platinum,Jaipur,Rajasthan,North
505,Customer_505,Other,18-24,7,2023-04-11,Social Media,Platinum,Bengaluru,Karnataka,South
506,Customer_506,Female,35-44,2,2023-04-28,Social Media,Bronze,Jaipur,Rajasthan,North
507,Customer_507,Other,55+,10,2024-10-25,Paid Ads,Bronze,Kolkata,West Bengal,East
508,Customer_508,Male,25-34,4,2024-07-08,Paid Ads,Silver,Mumbai,Maharashtra,West
509,Customer_509,Female,18-24,11,2022-03-29,Social Media,Silver,Patna,Bihar,East
510,Customer_510,Other,35-44,6,2022-10-30,Organic,Bronze,Ahmedabad,Gujarat,West
511,Customer_511,Other,45-54,9,2024-03-05,Referral,Gold,Chennai,Tamil Nadu,South
512,Customer_512,Female,18-24,12,2024-11-30,Social Media,Bronze,Indore,Madhya Pradesh,Central
513,Customer_513,Male,25-34,10,2024-04-28,Organic,Bronze,Kolkata,West Bengal,East
514,Customer_514,Female,55+,6,2022-07-26,Social Media,Gold,Ahmedabad,Gujarat,West
515,Customer_515,Other,45-54,10,2024-02-24,Social Media,Bronze,Kolkata,West Bengal,East
516,Customer_516,Female,45-54,3,2022-12-19,Social Media,Bronze,Lucknow,Uttar Pradesh,North
517,Customer_517,Female,25-34,1,2024-03-21,Social Media,Gold,Delhi NCR,Delhi,North
518,Customer_518,Male,35-44,5,2024-02-02,Referral,Gold,Pune,Maharashtra,West
519,Customer_519,Other,18-24,4,2024-10-03,Paid Ads,Gold,Mumbai,Maharashtra,West
520,Customer_520,Female,35-44,12,2024-06-26,Social Media,Bronze,Indore,Madhya Pradesh,Central
521,Customer_521,Female,25-34,7,2023-01-20,Social Media,Gold,Bengaluru,Karnataka,South
522,Customer_522,Other,25-34,2,2022-04-26,Referral,Platinum,Jaipur,Rajasthan,North
523,Customer_523,Other,55+,1,2022-10-05,Paid Ads,Silver,Delhi NCR,Delhi,North
524,Customer_524,Male,25-34,1,2023-02-16,Social Media,Bronze,Delhi NCR,Delhi,North
525,Customer_525,Other,25-34,5,2024-01-09,Referral,Platinum,Pune,Maharashtra,West
526,Customer_526,Female,18-24,11,2024-10-31,Organic,Silver,Patna,Bihar,East
527,Customer_527,Female,55+,8,2024-02-02,Paid Ads,Platinum,Hyderabad,Telangana,South
528,Customer_528,Female,25-34,5,2023-12-18,Organic,Gold,Pune,Maharashtra,West
529,Customer_529,Female,18-24,3,2022-02-26,Paid Ads,Silver,Lucknow,Uttar Pradesh,North
530,Customer_530,Other,25-34,5,2023-04-07,Social Media,Bronze,Pune,Maharashtra,West
531,Customer_531,Female,25-34,11,2022-01-19,Paid Ads,Bronze,Patna,Bihar,East
532,Customer_532,Female,55+,5,2023-04-04,Referral,Platinum,Pune,Maharashtra,West
533,Customer_533,Female,45-54,5,2024-02-11,Paid Ads,Platinum,Pune,Maharashtra,West
534,Customer_534,Other,55+,10,2023-09-11,Social Media,Bronze,Kolkata,West Bengal,East
535,Customer_535,Other,35-44,9,2022-01-16,Referral,Gold,Chennai,Tamil Nadu,South
536,Customer_536,Female,18-24,6,2022-08-10,Referral,Gold,Ahmedabad,Gujarat,West
537,Customer_537,Female,35-44,4,2023-07-22,Paid Ads,Silver,Mumbai,Maharashtra,West
538,Customer_538,Other,45-54,11,2022-04-27,Referral,Silver,Patna,Bihar,East
539,Customer_539,Other,45-54,5,2022-02-22,Referral,Platinum,Pune,Maharashtra,West
540,Customer_540,Female,18-24,10,2024-04-08,Paid Ads,Gold,Kolkata,West Bengal,East
541,Customer_541,Other,55+,11,2023-04-01,Social Media,Gold,Patna,Bihar,East
542,Customer_542,Female,25-34,11,2024-11-04,Paid Ads,Gold,Patna,Bihar,East
543,Customer_543,Female,25-34,12,2022-07-19,Referral,Silver,Indore,Madhya Pradesh,Central
544,Customer_544,Other,18-24,4,2023-11-19,Referral,Silver,Mumbai,Maharashtra,West
545,Customer_545,Female,35-44,6,2023-09-21,Referral,Gold,Ahmedabad,Gujarat,West
546,Customer_546,Male,45-54,1,2024-08-07,Organic,Platinum,Delhi NCR,Delhi,North
547,Customer_547,Other,18-24,11,2023-02-03,Social Media,Gold,Patna,Bihar,East
548,Customer_548,Male,25-34,3,2024-04-26,Paid Ads,Gold,Lucknow,Uttar Pradesh,North
549,Customer_549,Other,45-54,3,2024-04-18,Referral,Silver,Lucknow,Uttar Pradesh,North
550,Customer_550,Female,35-44,11,2022-06-15,Paid Ads,Gold,Patna,Bihar,East
551,Customer_551,Male,45-54,5,2022-04-29,Paid Ads,Silver,Pune,Maharashtra,West
552,Customer_552,Female,18-24,3,2022-11-21,Social Media,Platinum,Lucknow,Uttar Pradesh,North
553,Customer_553,Female,45-54,7,2024-04-06,Organic,Bronze,Bengaluru,Karnataka,South
554,Customer_554,Male,35-44,1,2024-12-29,Referral,Silver,Delhi NCR,Delhi,North
555,Customer_555,Other,18-24,11,2022-02-06,Paid Ads,Silver,Patna,Bihar,East
556,Customer_556,Female,25-34,2,2023-12-07,Social Media,Gold,Jaipur,Rajasthan,North
557,Customer_557,Male,18-24,5,2022-12-09,Referral,Platinum,Pune,Maharashtra,West
558,Customer_558,Other,55+,6,2024-12-01,Social Media,Silver,Ahmedabad,Gujarat,West
559,Customer_559,Female,35-44,4,2023-12-03,Paid Ads,Platinum,Mumbai,Maharashtra,West
560,Customer_560,Male,25-34,12,2022-02-09,Paid Ads,Silver,Indore,Madhya Pradesh,Central
561,Customer_561,Other,55+,3,2022-02-14,Organic,Gold,Lucknow,Uttar Pradesh,North
562,Customer_562,Female,35-44,9,2022-03-18,Organic,Bronze,Chennai,Tamil Nadu,South
563,Customer_563,Other,18-24,1,2022-08-10,Organic,Platinum,Delhi NCR,Delhi,North
564,Customer_564,Female,18-24,9,2024-06-28,Referral,Platinum,Chennai,Tamil Nadu,South
565,Customer_565,Male,18-24,5,2022-11-10,Social Media,Bronze,Pune,Maharashtra,West
566,Customer_566,Female,55+,10,2024-12-01,Paid Ads,Platinum,Kolkata,West Bengal,East
567,Customer_567,Other,55+,2,2022-08-03,Referral,Bronze,Jaipur,Rajasthan,North
568,Customer_568,Female,25-34,10,2022-08-06,Paid Ads,Gold,Kolkata,West Bengal,East
569,Customer_569,Male,35-44,12,2024-12-07,Social Media,Gold,Indore,Madhya Pradesh,Central
570,Customer_570,Male,55+,8,2022-11-25,Paid Ads,Platinum,Hyderabad,Telangana,South
571,Customer_571,Male,18-24,1,2023-11-09,Organic,Bronze,Delhi NCR,Delhi,North
572,Customer_572,Male,18-24,9,2024-10-08,Organic,Bronze,Chennai,Tamil Nadu,South
573,Customer_573,Other,25-34,8,2023-06-09,Referral,Gold,Hyderabad,Telangana,South
574,Customer_574,Male,18-24,3,2024-08-08,Organic,Gold,Lucknow,Uttar Pradesh,North
575,Customer_575,Other,35-44,7,2024-01-08,Organic,Bronze,Bengaluru,Karnataka,South
576,Customer_576,Male,25-34,11,2022-04-04,Paid Ads,Gold,Patna,Bihar,East
577,Customer_577,Female,55+,5,2024-01-03,Organic,Gold,Pune,Maharashtra,West
