Order_ID,Order_Line_ID,Date,Customer_ID,Product_ID,Region_ID,Channel_ID,Quantity,Unit_Price,Unit_Cost,Discount_Pct,Discount_Amount,Gross_Revenue,Net_Revenue,Total_Cost,Profit,Shipping_Cost
103171,103171_1,2025-08-28,1507,208,9,1,3,31775.94,16215.61,0.1402,13364.71,95327.82,81963.11,48745.41,33217.7,98.58
103171,103171_2,2025-08-28,1507,6,9,1,5,1518.93,1236.73,0.103,781.88,7594.65,6812.77,6264.99,547.78,81.34
103171,103171_3,2025-08-28,1507,25,9,1,3,27562.16,25470.75,0.1397,11551.83,82686.48,71134.65,76727.27,-5592.62,315.02
103172,103172_1,2025-11-06,1539,145,11,2,3,14683.79,7075.14,0.2448,10783.79,44051.37,33267.58,21509.71,11757.86,284.29
103172,103172_2,2025-11-06,1539,95,11,2,5,26717.7,24477.18,0.2027,27076.5,133588.5,106512.0,122769.89,-16257.89,383.99
103173,103173_1,2023-12-16,135,106,7,4,3,27662.32,18301.97,0.2192,18194.74,82986.96,64792.22,55185.29,9606.93,279.38
103173,103173_2,2023-12-16,135,18,7,4,5,48298.79,30830.11,0.1958,47272.72,241493.95,194221.23,154390.65,39830.58,240.1
103173,103173_3,2023-12-16,135,223,7,4,2,40733.58,24869.9,0.1578,12857.09,81467.16,68610.07,49968.94,18641.14,229.14
103173,103173_4,2023-12-16,135,100,7,4,1,44410.78,28601.65,0.2016,8954.45,44410.78,35456.33,28663.55,6792.77,61.9
103173,103173_5,2023-12-16,135,98,7,4,4,17281.97,12618.57,0.2411,16666.03,69127.88,52461.85,50675.28,1786.57,201.0
103174,103174_1,2023-11-07,1066,157,2,1,3,1754.86,1066.03,0.1507,793.24,5264.58,4471.34,3687.3,784.04,489.21
103174,103174_2,2023-11-07,1066,118,2,1,1,10164.53,6662.95,0.2276,2313.68,10164.53,7850.85,7106.05,744.8,443.1
103174,103174_3,2023-11-07,1066,269,2,1,2,42557.55,31940.73,0.1777,15126.52,85115.1,69988.58,64079.68,5908.9,198.22
103175,103175_1,2023-08-18,166,147,7,4,4,41218.73,30005.66,0.0912,15043.5,164874.92,149831.42,120337.15,29494.27,314.51
103175,103175_2,2023-08-18,166,95,7,4,4,26717.7,24477.18,0.0698,7455.18,106870.8,99415.62,98340.0,1075.61,431.28
103175,103175_3,2023-08-18,166,209,7,4,5,15013.93,11024.24,0.131,9833.3,75069.65,65236.35,55369.77,9866.58,248.57
103176,103176_1,2024-02-21,1897,68,5,4,2,47174.03,25255.06,0.1136,10714.62,94348.06,83633.44,50568.2,33065.23,58.08
103177,103177_1,2026-11-25,746,107,3,3,5,32772.08,30104.51,0.2685,44003.12,163860.4,119857.28,150606.08,-30748.8,83.53
103177,103177_2,2026-11-25,746,258,3,3,5,2738.32,2176.22,0.2749,3763.92,13691.6,9927.68,11160.78,-1233.09,279.68
103177,103177_3,2026-11-25,746,90,3,3,1,46868.13,36205.44,0.27,12654.85,46868.13,34213.28,36691.69,-2478.41,486.25
103178,103178_1,2025-09-23,836,123,2,1,2,1265.1,777.2,0.1004,253.95,2530.2,2276.25,1916.34,359.91,361.94
103179,103179_1,2023-05-29,970,207,5,4,1,47555.05,32590.07,0.0655,3112.67,47555.05,44442.38,32671.98,11770.4,81.91
103179,103179_2,2023-05-29,970,253,5,4,3,34394.19,26396.74,0.1098,11327.88,103182.57,91854.69,79325.43,12529.26,135.21
103179,103179_3,2023-05-29,970,8,5,4,4,9500.34,7251.79,0.066,2507.57,38001.36,35493.79,29404.26,6089.53,397.1
103180,103180_1,2026-11-16,1087,2,3,1,3,36733.7,24988.77,0.2195,24187.32,110201.1,86013.78,75394.96,10618.83,428.65
103180,103180_2,2026-11-16,1087,128,3,1,5,8889.89,7752.41,0.1588,7058.91,44449.45,37390.54,39090.01,-1699.47,327.96
103180,103180_3,2026-11-16,1087,247,3,1,5,14230.37,10848.89,0.1575,11203.12,71151.85,59948.73,54584.44,5364.29,339.99
103180,103180_4,2026-11-16,1087,272,3,1,5,11817.82,7866.65,0.2169,12817.61,59089.1,46271.49,39396.0,6875.49,62.75
103181,103181_1,2025-06-28,1298,277,2,2,3,27819.39,24243.73,0.1406,11731.78,83458.17,71726.39,73154.03,-1427.63,422.84
103181,103181_2,2025-06-28,1298,115,2,2,1,44656.3,21156.92,0.1277,5703.03,44656.3,38953.27,21561.64,17391.63,404.72
103181,103181_3,2025-06-28,1298,80,2,2,2,12263.06,5571.8,0.1287,3156.87,24526.12,21369.25,11310.17,10059.08,166.57
103182,103182_1,2026-08-16,198,218,6,3,5,4663.29,3076.87,0.0848,1978.1,23316.45,21338.35,15753.25,5585.09,368.9
103182,103182_2,2026-08-16,198,163,6,3,2,47765.83,40443.06,0.1328,12682.16,95531.66,82849.5,81032.8,1816.69,146.68
103182,103182_3,2026-08-16,198,216,6,3,5,7578.09,4908.31,0.1017,3851.88,37890.45,34038.57,24609.7,9428.87,68.15
103183,103183_1,2023-11-01,1939,22,4,2,4,2202.23,920.83,0.1667,1468.79,8808.92,7340.13,3823.83,3516.3,140.51
103183,103183_2,2023-11-01,1939,154,4,2,5,26056.87,23575.89,0.1914,24940.64,130284.35,105343.71,118009.83,-12666.13,130.38
103183,103183_3,2023-11-01,1939,44,4,2,3,36615.51,31516.5,0.1932,21220.32,109846.53,88626.21,94751.49,-6125.27,201.99
103184,103184_1,2026-10-08,474,200,10,1,4,37668.12,24450.05,0.2053,30926.14,150672.48,119746.34,98038.5,21707.84,238.3
103184,103184_2,2026-10-08,474,34,10,1,5,7475.75,4781.19,0.1779,6651.32,37378.75,30727.43,24184.79,6542.64,278.84
103184,103184_3,2026-10-08,474,252,10,1,1,15821.62,13227.96,0.2495,3947.45,15821.62,11874.17,13492.5,-1618.33,264.54
103185,103185_1,2024-07-21,159,1,4,2,3,19039.74,11611.52,0.0795,4540.14,57119.22,52579.08,35006.36,17572.71,171.8
103185,103185_2,2024-07-21,159,54,4,2,2,20813.95,17571.62,0.0537,2236.04,41627.9,39391.86,35206.37,4185.5,63.13
103185,103185_3,2024-07-21,159,104,4,2,4,5522.84,3685.39,0.0628,1387.69,22091.36,20703.67,15063.86,5639.81,322.3
103186,103186_1,2026-01-28,630,207,11,3,2,47555.05,32590.07,0.0714,6791.5,95110.1,88318.6,65408.23,22910.38,228.09
103186,103186_2,2026-01-28,630,230,11,3,5,3287.01,1894.1,0.1147,1884.34,16435.05,14550.71,9654.9,4895.8,184.4
103187,103187_1,2026-02-13,1439,246,10,1,2,23055.01,15584.57,0.1303,6008.06,46110.02,40101.96,31609.26,8492.69,440.12
103187,103187_2,2026-02-13,1439,67,10,1,4,6433.34,4712.27,0.0959,2468.32,25733.36,23265.04,19235.11,4029.92,386.03
103188,103188_1,2025-04-14,1441,97,11,4,5,45070.69,30349.69,0.1376,31008.75,225353.45,194344.7,152184.44,42160.26,435.99
103189,103189_1,2026-11-07,1312,123,7,1,4,1265.1,777.2,0.2057,1041.09,5060.4,4019.31,3381.54,637.77,272.74
103189,103189_2,2026-11-07,1312,26,7,1,4,48494.44,31277.62,0.186,36074.7,193977.76,157903.06,125219.4,32683.66,108.92
103189,103189_3,2026-11-07,1312,243,7,1,3,29423.56,18235.79,0.1574,13897.8,88270.68,74372.88,55070.67,19302.21,363.3
103189,103189_4,2026-11-07,1312,212,7,1,5,5014.7,3515.89,0.2049,5137.01,25073.5,19936.49,17722.18,2214.31,142.73
103190,103190_1,2026-08-12,1963,208,1,4,2,31775.94,16215.61,0.1175,7470.24,63551.88,56081.64,32679.77,23401.86,248.55
103191,103191_1,2025-09-01,1709,214,7,3,1,22355.76,13915.55,0.1406,3143.65,22355.76,19212.11,13994.8,5217.31,79.25
103191,103191_2,2025-09-01,1709,260,7,3,3,49370.17,38010.91,0.0854,12641.91,148110.51,135468.6,114454.12,21014.48,421.39
103191,103191_3,2025-09-01,1709,176,7,3,4,25405.24,15972.33,0.0953,9683.33,101620.96,91937.63,63995.99,27941.64,106.67
103192,103192_1,2025-10-12,1153,142,7,2,3,19091.36,17885.59,0.2005,11484.03,57274.08,45790.05,54113.16,-8323.12,456.39
103192,103192_2,2025-10-12,1153,212,7,2,1,5014.7,3515.89,0.2036,1020.85,5014.7,3993.85,3954.79,39.05,438.9
103192,103192_3,2025-10-12,1153,263,7,2,2,41997.27,21261.6,0.194,16293.36,83994.54,67701.18,42782.26,24918.92,259.06
103192,103192_4,2025-10-12,1153,160,7,2,5,8243.63,7542.64,0.2376,9794.16,41218.15,31423.99,38098.17,-6674.17,384.97
103193,103193_1,2023-12-07,1554,20,11,4,3,34369.53,30533.16,0.1631,16812.13,103108.59,86296.46,91928.23,-5631.77,328.75
103193,103193_2,2023-12-07,1554,137,11,4,3,43420.08,26805.47,0.1504,19595.66,130260.24,110664.58,80827.79,29836.79,411.38
103193,103193_3,2023-12-07,1554,180,11,4,4,47041.4,22810.62,0.1997,37567.86,188165.6,150597.74,91486.79,59110.95,244.31
103194,103194_1,2023-05-08,247,265,6,4,2,3290.59,2063.38,0.1118,735.68,6581.18,5845.5,4530.37,1315.13,403.61
103195,103195_1,2026-04-18,1120,204,1,1,1,19765.48,15769.54,0.1223,2417.88,19765.48,17347.6,16027.65,1319.95,258.11
103195,103195_2,2026-04-18,1120,120,1,1,4,32450.88,24811.22,0.1221,15846.0,129803.52,113957.52,99718.31,14239.2,473.43
103195,103195_3,2026-04-18,1120,107,1,1,2,32772.08,30104.51,0.1089,7138.41,65544.16,58405.75,60477.89,-2072.14,268.87
103196,103196_1,2023-01-06,1709,156,7,1,2,22229.09,20873.47,0.0991,4405.12,44458.18,40053.06,42005.12,-1952.06,258.18
103197,103197_1,2023-07-04,322,5,6,4,5,30255.19,25743.23,0.1231,18624.35,151275.95,132651.6,129119.43,3532.16,403.28
103197,103197_2,2023-07-04,322,164,6,4,3,27940.53,13345.96,0.1359,11387.86,83821.59,72433.73,40457.59,31976.14,419.71
103197,103197_3,2023-07-04,322,8,6,4,5,9500.34,7251.79,0.0913,4337.87,47501.7,43163.83,36558.47,6605.36,299.52
103198,103198_1,2023-07-28,1691,2,8,4,4,36733.7,24988.77,0.1348,19806.26,146934.8,127128.54,100085.99,27042.55,130.91
103198,103198_2,2023-07-28,1691,258,8,4,2,2738.32,2176.22,0.1125,615.93,5476.64,4860.71,4612.93,247.78,260.49
103198,103198_3,2023-07-28,1691,106,8,4,1,27662.32,18301.97,0.0735,2032.93,27662.32,25629.39,18787.6,6841.78,485.63
103199,103199_1,2026-06-28,67,242,5,2,3,22999.78,15513.09,0.1088,7507.49,68999.34,61491.85,46928.11,14563.73,388.84
103199,103199_2,2026-06-28,67,93,5,2,3,13268.11,11378.76,0.1402,5579.69,39804.33,34224.64,34551.3,-326.66,415.02
103200,103200_1,2023-05-16,765,187,8,4,3,5174.93,3433.04,0.0819,1272.01,15524.79,14252.78,10363.89,3888.89,64.77
103200,103200_2,2023-05-16,765,155,8,4,5,39861.72,21757.86,0.0878,17499.83,199308.6,181808.77,109049.84,72758.94,260.54
103201,103201_1,2026-07-23,1138,6,9,1,4,1518.93,1236.73,0.117,710.64,6075.72,5365.08,5287.9,77.18,340.98
103202,103202_1,2023-01-07,808,173,7,1,3,20225.98,13689.55,0.0979,5939.43,60677.94,54738.51,41492.16,13246.35,423.51
103202,103202_2,2023-01-07,808,268,7,1,3,38564.88,23564.95,0.0616,7124.45,115694.64,108570.19,70767.02,37803.17,72.17
103203,103203_1,2026-03-17,14,221,4,1,4,4699.47,2832.24,0.1328,2496.45,18797.88,16301.43,11762.56,4538.87,433.6
103203,103203_2,2026-03-17,14,209,4,1,1,15013.93,11024.24,0.116,1741.6,15013.93,13272.33,11321.02,1951.31,296.78
103204,103204_1,2024-02-01,903,208,6,4,1,31775.94,16215.61,0.1305,4145.19,31775.94,27630.75,16354.4,11276.35,138.79
103205,103205_1,2023-12-03,598,193,4,3,5,36886.02,16204.17,0.1963,36204.05,184430.1,148226.05,81213.61,67012.44,192.76
103205,103205_2,2023-12-03,598,47,4,3,5,38158.86,33252.44,0.1585,30233.68,190794.3,160560.62,166439.07,-5878.45,176.87
103205,103205_3,2023-12-03,598,110,4,3,2,32656.83,20578.87,0.2259,14755.32,65313.66,50558.34,41446.63,9111.72,288.89
103205,103205_4,2023-12-03,598,199,4,3,5,42991.43,38259.83,0.2475,53204.37,214957.15,161752.78,191372.41,-29619.63,73.26
103206,103206_1,2024-11-03,681,135,10,3,4,18294.81,16628.1,0.2285,16723.72,73179.24,56455.52,66633.74,-10178.23,121.34
103206,103206_2,2024-11-03,681,197,10,3,5,18914.9,15913.14,0.1691,15988.18,94574.5,78586.32,79981.41,-1395.09,415.71
103206,103206_3,2024-11-03,681,93,10,3,4,13268.11,11378.76,0.1521,8074.43,53072.44,44998.01,45624.71,-626.7,109.67
103206,103206_4,2024-11-03,681,100,10,3,2,44410.78,28601.65,0.2371,21060.24,88821.56,67761.32,57358.33,10402.99,155.03
103206,103206_5,2024-11-03,681,280,10,3,2,37879.29,25604.06,0.2313,17521.98,75758.58,58236.6,51462.14,6774.46,254.02
103207,103207_1,2024-09-27,1443,205,9,4,4,45316.41,35425.77,0.1226,22221.99,181265.64,159043.65,141985.78,17057.87,282.7
103207,103207_2,2024-09-27,1443,280,9,4,1,37879.29,25604.06,0.1014,3840.56,37879.29,34038.73,25997.68,8041.05,393.62
103207,103207_3,2024-09-27,1443,164,9,4,5,27940.53,13345.96,0.1056,14752.24,139702.65,124950.41,66981.1,57969.31,251.3
103208,103208_1,2024-08-13,593,99,4,1,4,36434.81,22610.64,0.1481,21585.85,145739.24,124153.39,90848.0,33305.39,405.44
103209,103209_1,2024-09-18,912,171,5,3,1,24834.99,17516.26,0.0638,1584.75,24834.99,23250.24,17844.52,5405.72,328.26
103209,103209_2,2024-09-18,912,200,5,3,1,37668.12,24450.05,0.1408,5303.01,37668.12,32365.11,24550.94,7814.17,100.89
103209,103209_3,2024-09-18,912,124,5,3,4,21695.12,17674.32,0.1112,9654.03,86780.48,77126.45,70817.63,6308.82,120.35
103210,103210_1,2023-12-04,1342,12,5,2,5,14961.16,10872.69,0.2147,16057.55,74805.8,58748.25,54610.12,4138.14,246.67
103210,103210_2,2023-12-04,1342,150,5,2,3,31333.08,29392.04,0.1715,16125.09,93999.24,77874.15,88404.72,-10530.57,228.6
103210,103210_3,2023-12-04,1342,36,5,2,2,38726.12,35712.44,0.1585,12274.37,77452.24,65177.87,71809.47,-6631.61,384.59
103211,103211_1,2024-02-09,1741,170,10,3,4,23971.6,22444.69,0.1107,10611.35,95886.4,85275.05,90090.09,-4815.04,311.33
103211,103211_2,2024-02-09,1741,16,10,3,1,30573.47,28314.9,0.0975,2982.33,30573.47,27591.14,28539.56,-948.42,224.66
103212,103212_1,2024-12-02,794,68,7,4,2,47174.03,25255.06,0.1557,14693.78,94348.06,79654.28,50636.96,29017.32,126.84
103212,103212_2,2024-12-02,794,108,7,4,4,35752.87,19755.26,0.1848,26435.07,143011.48,116576.41,79173.12,37403.29,152.08
103212,103212_3,2024-12-02,794,270,7,4,2,22801.93,17652.53,0.1942,8856.55,45603.86,36747.31,35614.04,1133.28,308.98
103212,103212_4,2024-12-02,794,38,7,4,3,35489.44,16119.25,0.1609,17132.45,106468.32,89335.87,48598.3,40737.58,240.55
103212,103212_5,2024-12-02,794,27,7,4,3,47005.2,19790.81,0.1599,22549.01,141015.6,118466.59,59654.15,58812.44,281.72
103213,103213_1,2025-03-28,933,195,3,4,4,37655.43,24048.0,0.1106,16661.86,150621.72,133959.86,96318.8,37641.05,126.8
103213,103213_2,2025-03-28,933,104,3,4,2,5522.84,3685.39,0.122,1347.04,11045.68,9698.64,7719.09,1979.56,348.31
103214,103214_1,2023-09-29,1783,246,8,4,2,23055.01,15584.57,0.0968,4463.06,46110.02,41646.96,31602.78,10044.18,433.64
103214,103214_2,2023-09-29,1783,216,8,4,4,7578.09,4908.31,0.0814,2466.24,30312.36,27846.12,19799.31,8046.81,166.07
103215,103215_1,2025-07-13,243,16,7,2,5,30573.47,28314.9,0.0806,12317.12,152867.35,140550.23,141845.68,-1295.45,271.18
103215,103215_2,2025-07-13,243,136,7,2,1,40563.38,33934.68,0.1423,5770.47,40563.38,34792.91,34423.67,369.24,488.99
103215,103215_3,2025-07-13,243,276,7,2,5,26248.09,16524.85,0.1383,18155.82,131240.45,113084.63,82824.21,30260.42,199.96
103216,103216_1,2024-07-22,417,194,11,2,5,14460.71,11055.39,0.0947,6846.22,72303.55,65457.33,55594.72,9862.61,317.77
103216,103216_2,2024-07-22,417,143,11,2,1,29124.87,23090.53,0.0736,2142.27,29124.87,26982.6,23181.12,3801.48,90.59
103217,103217_1,2025-03-06,998,280,1,3,5,37879.29,25604.06,0.0926,17546.32,189396.45,171850.13,128343.01,43507.12,322.71
103217,103217_2,2025-03-06,998,260,1,3,5,49370.17,38010.91,0.149,36784.91,246850.85,210065.94,190144.88,19921.06,90.33
103218,103218_1,2025-03-11,1786,266,5,1,4,40738.6,16297.74,0.1018,16592.3,162954.4,146362.1,65672.62,80689.49,481.66
103218,103218_2,2025-03-11,1786,119,5,1,5,14398.23,8568.92,0.1413,10171.72,71991.15,61819.43,43216.65,18602.79,372.05
103218,103218_3,2025-03-11,1786,153,5,1,1,36441.52,29640.83,0.1039,3787.12,36441.52,32654.4,30045.5,2608.9,404.67
103219,103219_1,2024-05-05,1197,147,5,1,5,41218.73,30005.66,0.0553,11395.72,206093.65,194697.93,150395.15,44302.79,366.85
103219,103219_2,2024-05-05,1197,145,5,1,3,14683.79,7075.14,0.076,3349.72,44051.37,40701.65,21540.8,19160.85,315.38
103220,103220_1,2024-07-25,939,232,8,1,2,37429.22,25576.37,0.0862,6455.05,74858.44,68403.39,51405.2,16998.19,252.46
103221,103221_1,2024-07-12,1488,246,6,2,5,23055.01,15584.57,0.0912,10512.68,115275.05,104762.37,78359.12,26403.25,436.27
103221,103221_2,2024-07-12,1488,32,6,2,5,41522.51,30255.35,0.0834,17315.84,207612.55,190296.71,151757.33,38539.39,480.58
103222,103222_1,2025-07-31,335,142,11,4,1,19091.36,17885.59,0.0956,1825.85,19091.36,17265.51,18160.16,-894.64,274.57
103222,103222_2,2025-07-31,335,47,11,4,5,38158.86,33252.44,0.0746,14227.3,190794.3,176567.0,166731.39,9835.61,469.19
103222,103222_3,2025-07-31,335,64,11,4,3,40991.73,34002.55,0.0882,10844.32,122975.19,112130.87,102320.15,9810.72,312.5
103223,103223_1,2023-01-15,920,16,7,2,2,30573.47,28314.9,0.0814,4978.25,61146.94,56168.69,56922.07,-753.39,292.27
103224,103224_1,2025-12-07,1385,191,8,1,5,6349.16,5412.38,0.1995,6332.68,31745.8,25413.12,27316.42,-1903.29,254.52
103224,103224_2,2025-12-07,1385,236,8,1,1,1101.65,447.3,0.2391,263.37,1101.65,838.28,591.48,246.8,144.18
103225,103225_1,2025-08-19,61,98,7,1,5,17281.97,12618.57,0.1154,9972.11,86409.85,76437.74,63144.52,13293.21,51.67
103225,103225_2,2025-08-19,61,111,7,1,5,33051.84,22684.74,0.1128,18639.96,165259.2,146619.24,113582.38,33036.86,158.68
103226,103226_1,2024-10-22,1984,245,1,4,3,47545.37,29570.71,0.2273,32424.01,142636.11,110212.1,88991.51,21220.6,279.38
103226,103226_2,2024-10-22,1984,202,1,4,2,25509.99,21282.88,0.1592,8122.33,51019.98,42897.65,42786.74,110.91,220.98
103226,103226_3,2024-10-22,1984,246,1,4,4,23055.01,15584.57,0.1567,14451.33,92220.04,77768.71,62590.1,15178.61,251.82
103226,103226_4,2024-10-22,1984,207,1,4,2,47555.05,32590.07,0.1906,18131.14,95110.1,76978.96,65671.43,11307.53,491.29
103226,103226_5,2024-10-22,1984,226,1,4,5,38968.77,26822.95,0.1911,37237.82,194843.85,157606.03,134322.37,23283.66,207.62
103227,103227_1,2025-04-06,1630,201,9,2,2,5604.63,3472.01,0.1291,1447.25,11209.26,9762.01,7197.5,2564.51,253.48
103228,103228_1,2023-09-02,22,73,4,2,4,14599.6,8652.06,0.063,3678.08,58398.4,54720.32,34718.32,20002.0,110.08
103229,103229_1,2026-11-03,621,130,8,1,4,28718.03,26891.43,0.1897,21785.58,114872.12,93086.54,107637.3,-14550.76,71.58
103229,103229_2,2026-11-03,621,142,8,1,5,19091.36,17885.59,0.1987,18962.6,95456.8,76494.2,89826.88,-13332.68,398.93
103229,103229_3,2026-11-03,621,16,8,1,3,30573.47,28314.9,0.1725,15821.75,91720.41,75898.66,85251.51,-9352.85,306.81
103229,103229_4,2026-11-03,621,153,8,1,3,36441.52,29640.83,0.2464,26935.2,109324.56,82389.36,89314.81,-6925.45,392.32
103229,103229_5,2026-11-03,621,128,8,1,3,8889.89,7752.41,0.2466,6576.23,26669.67,20093.44,23374.67,-3281.23,117.44
103230,103230_1,2026-08-23,589,68,11,1,1,47174.03,25255.06,0.1153,5438.01,47174.03,41736.02,25562.38,16173.63,307.32
103230,103230_2,2026-08-23,589,195,11,1,2,37655.43,24048.0,0.0548,4130.02,75310.86,71180.84,48260.14,22920.7,164.14
103231,103231_1,2026-01-12,65,91,2,1,5,17382.78,16237.5,0.1116,9697.36,86913.9,77216.54,81340.13,-4123.58,152.63
103231,103231_2,2026-01-12,65,131,2,1,5,30942.86,25106.8,0.0664,10265.6,154714.3,144448.7,125589.19,18859.51,55.19
103231,103231_3,2026-01-12,65,5,2,1,1,30255.19,25743.23,0.129,3902.49,30255.19,26352.7,25851.88,500.82,108.65
103232,103232_1,2026-04-21,1686,182,5,1,2,23183.52,11380.25,0.1358,6298.93,46367.04,40068.11,22949.67,17118.44,189.17
103233,103233_1,2024-10-20,592,205,1,3,5,45316.41,35425.77,0.1926,43646.87,226582.05,182935.18,177231.45,5703.73,102.6
103233,103233_2,2024-10-20,592,215,1,3,5,17870.29,13877.83,0.1539,13755.02,89351.45,75596.43,69882.79,5713.64,493.64
103234,103234_1,2023-06-13,347,97,3,2,1,45070.69,30349.69,0.1286,5794.44,45070.69,39276.25,30538.57,8737.67,188.88
103234,103234_2,2023-06-13,347,162,3,2,2,33179.77,18050.23,0.1306,8667.53,66359.54,57692.01,36209.11,21482.9,108.65
103234,103234_3,2023-06-13,347,8,3,2,3,9500.34,7251.79,0.1392,3968.32,28501.02,24532.7,21894.96,2637.75,139.59
103235,103235_1,2023-09-09,1306,168,6,4,5,2777.13,2199.08,0.119,1651.71,13885.65,12233.94,11309.87,924.07,314.47
103235,103235_2,2023-09-09,1306,75,6,4,4,3048.2,2776.88,0.0923,1125.58,12192.8,11067.22,11186.34,-119.12,78.82
103236,103236_1,2025-05-04,1335,246,6,2,4,23055.01,15584.57,0.1314,12119.3,92220.04,80100.74,62776.38,17324.36,438.1
103237,103237_1,2026-03-14,1741,124,10,2,2,21695.12,17674.32,0.0739,3206.64,43390.24,40183.6,35831.31,4352.29,482.67
103237,103237_2,2026-03-14,1741,169,10,2,4,42845.3,28246.55,0.1439,24655.7,171381.2,146725.5,113147.24,33578.26,161.04
103237,103237_3,2026-03-14,1741,160,10,2,2,8243.63,7542.64,0.052,857.21,16487.26,15630.05,15337.82,292.23,252.54
103238,103238_1,2026-02-03,526,230,11,3,4,3287.01,1894.1,0.1463,1923.76,13148.04,11224.28,7636.36,3587.92,59.96
103238,103238_2,2026-02-03,526,43,11,3,4,15893.62,8502.51,0.1369,8702.12,63574.48,54872.36,34348.36,20524.0,338.32
103239,103239_1,2026-10-01,1811,28,8,3,4,30096.05,18527.88,0.1781,21444.54,120384.2,98939.66,74347.79,24591.87,236.27
103239,103239_2,2026-10-01,1811,8,8,3,2,9500.34,7251.79,0.1578,2997.95,19000.68,16002.73,14675.11,1327.62,171.53
103239,103239_3,2026-10-01,1811,158,8,3,1,41881.02,35706.23,0.2136,8947.11,41881.02,32933.91,35849.31,-2915.39,143.08
103240,103240_1,2025-09-24,1369,209,5,2,3,15013.93,11024.24,0.1326,5974.27,45041.79,39067.52,33417.03,5650.49,344.31
103241,103241_1,2024-03-10,1300,190,7,4,3,40816.19,30352.1,0.0781,9568.65,122448.57,112879.92,91293.6,21586.32,237.3
103241,103241_2,2024-03-10,1300,33,7,4,2,14406.26,9961.36,0.1318,3798.09,28812.52,25014.43,20053.57,4960.87,130.85
103242,103242_1,2023-05-07,1559,211,11,3,4,39683.16,25479.62,0.1175,18657.71,158732.64,140074.93,102278.58,37796.35,360.1
103243,103243_1,2025-06-11,620,39,5,1,5,38677.88,36343.04,0.1443,27914.73,193389.4,165474.67,182019.48,-16544.81,304.28
103243,103243_2,2025-06-11,620,263,5,1,5,41997.27,21261.6,0.0673,14129.67,209986.35,195856.68,106744.4,89112.28,436.4
103244,103244_1,2025-11-10,1829,108,8,3,3,35752.87,19755.26,0.2482,26622.45,107258.61,80636.16,59368.64,21267.52,102.86
103244,103244_2,2025-11-10,1829,174,8,3,3,31937.14,25260.33,0.2326,22281.44,95811.42,73529.98,76184.54,-2654.56,403.55
103245,103245_1,2024-12-03,257,2,1,4,4,36733.7,24988.77,0.2194,32231.09,146934.8,114703.71,100308.16,14395.55,353.08
103245,103245_2,2024-12-03,257,262,1,4,1,48510.76,30638.24,0.2336,11330.6,48510.76,37180.16,30739.99,6440.16,101.75
103245,103245_3,2024-12-03,257,128,1,4,5,8889.89,7752.41,0.1784,7928.56,44449.45,36520.89,39124.72,-2603.83,362.67
103245,103245_4,2024-12-03,257,233,1,4,3,48127.54,43195.34,0.2347,33883.9,144382.62,110498.72,129834.72,-19336.0,248.7
103245,103245_5,2024-12-03,257,126,1,4,3,15075.22,10899.09,0.2275,10287.11,45225.66,34938.55,33172.51,1766.03,475.24
103246,103246_1,2025-08-06,560,258,12,1,3,2738.32,2176.22,0.0518,425.91,8214.96,7789.05,6642.39,1146.67,113.73
103246,103246_2,2025-08-06,560,275,12,1,2,26255.23,16948.71,0.117,6143.08,52510.46,46367.38,34236.7,12130.69,339.28
103246,103246_3,2025-08-06,560,27,12,1,3,47005.2,19790.81,0.1172,16521.67,141015.6,124493.93,59594.32,64899.61,221.89
103247,103247_1,2024-10-07,856,40,12,3,2,18244.05,10523.65,0.1559,5690.16,36488.1,30797.94,21527.87,9270.07,480.57
103247,103247_2,2024-10-07,856,12,12,3,4,14961.16,10872.69,0.1609,9626.91,59844.64,50217.73,43689.25,6528.49,198.49
103247,103247_3,2024-10-07,856,179,12,3,5,1812.31,875.06,0.1954,1770.93,9061.55,7290.62,4858.28,2432.34,482.98
103247,103247_4,2024-10-07,856,226,12,3,2,38968.77,26822.95,0.1828,14248.51,77937.54,63689.03,54101.57,9587.46,455.67
103248,103248_1,2023-01-03,244,274,4,3,3,6121.1,2850.51,0.0879,1613.37,18363.3,16749.93,8723.2,8026.73,171.67
103249,103249_1,2024-04-11,1603,139,2,3,2,40015.61,18807.63,0.1047,8379.67,80031.22,71651.55,38026.85,33624.7,411.59
103249,103249_2,2024-04-11,1603,165,2,3,3,21270.2,19468.99,0.1173,7483.46,63810.6,56327.14,58904.99,-2577.85,498.02
103249,103249_3,2024-04-11,1603,32,2,3,5,41522.51,30255.35,0.149,30930.6,207612.55,176681.95,151440.45,25241.5,163.7
103250,103250_1,2024-03-07,1178,25,10,3,4,27562.16,25470.75,0.106,11688.57,110248.64,98560.07,102129.55,-3569.48,246.55
103251,103251_1,2024-05-12,1804,97,12,3,5,45070.69,30349.69,0.0527,11875.49,225353.45,213477.96,152032.53,61445.43,284.08
103252,103252_1,2023-03-19,1555,108,12,3,2,35752.87,19755.26,0.1246,8909.68,71505.74,62596.06,39693.24,22902.82,182.72
103253,103253_1,2023-11-22,52,187,5,3,3,5174.93,3433.04,0.3207,4978.58,15524.79,10546.21,10355.99,190.22,56.87
103253,103253_2,2023-11-22,52,196,5,3,2,49530.0,35536.61,0.3388,33562.65,99060.0,65497.35,71222.28,-5724.92,149.06
